username,full_text,lang,reply_count,quote_count,favorite_count,view_count,created_at,tweet_url
@ridooetoro1,Handuk dengan logo bordir PRJ min. Atau mug dan kaos logo PRJ .. merchandise PRJ layak jadi oleh-oleh nan spesial. Atau dirimu @txtdrjkt hendak menghadiahi kepada ogut ..? Ogut tunggu yaa .. ,in,,,,49,2023-06-22T23:58:54.000Z,/ridooetoro1/status/1672031440857448452
@AyamChicken___,PRJ tahun 2005 mereka bawain lagu²nya Limp Bizkit,in,1,,,167,2023-06-22T23:51:00.000Z,/AyamChicken___/status/1672029449603407874
@elsafauziaP,"Diajakin ke prj nonton maliq kata suami. Trs mikir ntar anak gmn, yg nyusuin siapa, anteng ga ya gue tinggal, kalo dibawa ribet amat ya, kalo tantrum gmn, kalo ini itu bla bla. 
Aduh udah deh emak"" blm bisa nonton begituan, msh repot minimal anak udh disapih kali ya ",in,,,,146,2023-06-22T23:46:03.000Z,/elsafauziaP/status/1672028205426044928
@chuhwii,"lgi makan seblak mamany rafael kali ya, apa lagi main di prj",in,1,,,31,2023-06-22T23:39:22.000Z,/chuhwii/status/1672026523447218177
@haengbokzaa_,"guwt mowning…
check check check 
PRJ GUYS… GASSSS NIH CARATDEUL ",in,,,1,103,2023-06-22T23:34:15.000Z,/haengbokzaa_/status/1672025234059436032
@ealahrani,Yawlah kuingin prj,in,1,,,39,2023-06-22T23:16:06.000Z,/ealahrani/status/1672020666365935616
@primaseungwoo,Siapa tau nanti jadi ke prj,in,,,,56,2023-06-22T23:12:28.000Z,/primaseungwoo/status/1672019753056235520
@gumpvie,Jembatan merah kak biar deket. Tp ada kok skrg yg langsung ke halte PRJ nya,in,,,,242,2023-06-22T23:12:03.000Z,/gumpvie/status/1672019646927761408
@arlyanasyakhira,Ada yang buka jastip snack prj gak sih wkwk kek nya enak,in,4,,,341,2023-06-22T23:09:41.000Z,/arlyanasyakhira/status/1672019053416968194
@taufikuieks,Mau tanya min kalau dari bekasi barat nau ke PRJ naik apa aja,in,1,,,85,2023-06-22T23:09:27.000Z,/taufikuieks/status/1672018993362915329
@revwers,baru bikin rencana mau ke PRJ,in,,,,129,2023-06-22T23:05:36.000Z,/revwers/status/1672018024461893632
@dailyyantomeng,enak ya jadi orang jkt bisa ke prj,in,1,1,1,96,2023-06-22T23:04:40.000Z,/dailyyantomeng/status/1672017791069863936
@rezaayu78,itu di prj yah bang ?,in,,,,81,2023-06-22T23:04:31.000Z,/rezaayu78/status/1672017750771011585
@BimaBagaskaraa,Abis muter muter PRJ yaa kak Jeen,in,,,,94,2023-06-22T22:59:25.000Z,/BimaBagaskaraa/status/1672016469713092609
@bubuk_mericha,Pengen ke prj,in,,,,60,2023-06-22T22:57:55.000Z,/bubuk_mericha/status/1672016090904563713
@fikrii215,"Pengalaman tahun kemaren ke prj parkir mobilnya banyak pungli, ditutup semua tuh sama petugasnya padahal masih banyak space kosong kecuali kita kita bilang ke dia mau bayar baru dibukain gila emang maunya gocap lagi",in,1,,5,"4,621",2023-06-22T22:56:57.000Z,/fikrii215/status/1672015850298294274
@kissesandblue,Prj 9 Juli menarik kesana ah,in,1,,,140,2023-06-22T22:49:35.000Z,/kissesandblue/status/1672013994482348032
@yunseongable,Jadi tkt mau ke prj banyak copet,in,,,,2,2023-06-22T22:39:10.000Z,/yunseongable/status/1672011372576792576
@Michael_safax,"Waduhh, pusyingg~ 
Ntar sore sihh gue ke PRJ lagii. Kali keduaaa...",in,1,,,28,2023-06-22T22:31:22.000Z,/Michael_safax/status/1672009412016500737
@sekar_epku,"Kesalahan.
Kalo beri info FYI aja.
Kalo paham, tapi tetap di lakukan itu kesalahan.
Tapi kalo nggak paham, diberi info.
Bukan kesalahan kalo nggak semua org paham lika liku PRJ",in,,1,,284,2023-06-22T22:29:55.000Z,/sekar_epku/status/1672009046604525568
@DukuhAtas1,Yuk sini ke prj bp,in,,,1,164,2023-06-22T22:14:25.000Z,/DukuhAtas1/status/1672005143599144961
@aquabiasa,Apa cuma gua disini yg belom pernah ke prj?-_-,in,1,,,49,2023-06-22T22:12:17.000Z,/aquabiasa/status/1672004607332220929
@arigetou,prj nder gas,in,,,,80,2023-06-22T22:11:01.000Z,/arigetou/status/1672004287218716673
@dellzitaz,Iya.. bener banget.. harus bawa cash krn sinyalnya ntat ntut  d sana mau operator apapun.. terutama di dlm2 hall.. kyknya sengaja di blok spy pd nikmatin prj tanpa main hape.. matiin hp spy gak lobet pas lg urgent mo pake,in,,,,"1,872",2023-06-22T22:03:21.000Z,/dellzitaz/status/1672002358417711105
@kencilii,"jangankan prj, pasar malem tjap toendjoengan aja kemaren ga nemu nemu temen",in,,,,148,2023-06-22T21:58:42.000Z,/kencilii/status/1672001188722806784
@amoxicillys,pgn ke prj tp sendirian ribet ga sih kek orang ilang segala wkwkwk yuk siapa mau barengan,in,13,,3,22.9K,2023-06-22T21:58:16.000Z,/amoxicillys/status/1672001081117921280
@detikfinance,Pekan Raya Jakarta (PRJ) atau Jakarta Fair Kemayoran kembali hadir menyemarakkan ulang tahun DKI Jakarta,in,,,,594,2023-06-22T21:47:31.000Z,/detikfinance/status/1671998375036583938
@anaahniar,Konser di PRJ cuma sejam shay,in,1,,,"1,476",2023-06-22T21:43:19.000Z,/anaahniar/status/1671997318533648384
@tttiiiccceee,Copet sm jambret di prj kira2 ada backingan oknum isilop ga yh? ,in,,,,237,2023-06-22T21:37:20.000Z,/tttiiiccceee/status/1671995810551300099
@glachious,pengen ke prj ,in,,,,36,2023-06-22T21:35:54.000Z,/glachious/status/1671995452714262530
@tttiiiccceee,Diskonnya sama rame nya orang yg bersuka cita bang. Copet aja jg bersuka cita di prj kok ,in,,,,284,2023-06-22T21:33:32.000Z,/tttiiiccceee/status/1671994856657534976
@gunawan21AS,"Dulu beberapa thn lalu sblm covid, ke prj enjoy aja, hari apapun tiket ots msh worth lah, makin ksini makin riweh+harga tiket makin mahal, konser ama exhibition beda harga, jdi mikir2 mau ke prj klo ga pnting2 bgt sih",in,,1,4,"2,350",2023-06-22T21:20:32.000Z,/gunawan21AS/status/1671991582944559105
@gkjlslo,Yeye ke prj,in,,,,43,2023-06-22T20:58:20.000Z,/gkjlslo/status/1671985995712196611
@pickupone_44,prj for lyf,in,,,,10,2023-06-22T20:23:04.000Z,/pickupone_44/status/1671977122066468864
@sarungkhasindo,Pengen si ke prj tpi pengen nya pas weekday biar gk terlalu rame,in,,,,88,2023-06-22T20:09:45.000Z,/sarungkhasindo/status/1671973771765481472
@i__catto,kenapa ya gagal terus pas mau co tiket prj,in,1,,,195,2023-06-22T20:05:32.000Z,/i__catto/status/1671972710942121985
@youwyouw_122,@flowforever21 tay prj,in,,,,177,2023-06-22T20:04:00.000Z,/youwyouw_122/status/1671972325116477440
@arifrahmanse,"@gramedia tindakan tidak terpuji, staff gramedia, di PRJ. 
19 Mei 2023, senin, yang baju hitam staff, Dan kaos putih mengaku supervisor. 
Kronologi sudah dikirim via email, semoga keduanya dipecat merusak mama besar gramedia.",in,,,,105,2023-06-22T19:48:29.000Z,/arifrahmanse/status/1671968418722111488
@azzahra_zza,Lg mikirin mau beli bnb di. Prj tpi rame bgt ga kuat,in,,,,91,2023-06-22T19:45:06.000Z,/azzahra_zza/status/1671967569241346049
@wenslowlearning,"Jadi pen ke prj, gara2 liat rujak mangga ",in,,,,64,2023-06-22T19:43:21.000Z,/wenslowlearning/status/1671967125706256384
@echann1ee,ke prj gk yhhh,in,,,,16,2023-06-22T19:42:19.000Z,/echann1ee/status/1671966867848835072
@jenbukanjennie,Pengen ke PRJ deh. Tapi ke PRJ sendiri kayaknya 100 kali lebih garing daripada WFC sendirian. ,in,,,,94,2023-06-22T19:38:25.000Z,/jenbukanjennie/status/1671965887145082880
@sosisbasoo,"Tahun kemarin ke PRJ di hari terakhir, semoga taun ini bisa kesana lagiiiii huhu sekalian ketemu doi",in,,,,30,2023-06-22T19:31:43.000Z,/sosisbasoo/status/1671964201664012288
@hendisuhendi516,Prj ji expo kemayoran,in,,,,64,2023-06-22T19:29:19.000Z,/hendisuhendi516/status/1671963596887318530
@jabangbabyy,Kadang ada diskon yg cuma ada di prj doang bang,in,,,,"1,213",2023-06-22T19:24:32.000Z,/jabangbabyy/status/1671962392807485441
@Rizaaa15,"PRJ ada kerena merayakan ultah jkt, buka 30 hari tiap hari buka",in,1,,,202,2023-06-22T19:17:18.000Z,/Rizaaa15/status/1671960572165001217
@lekopr,"thn 2015 buka stand di prj, modal 1,8 M, sales total 5.8M...mantaap",in,,,1,87,2023-06-22T19:15:50.000Z,/lekopr/status/1671960203993174017
@cikaasyarani,challenge budget 100k ke prj berhasil wkwk malah kembali (tdk termasuk tiket masuk),in,,,,130,2023-06-22T19:12:56.000Z,/cikaasyarani/status/1671959472766603264
@naitsugaaa,"teknik marketing prj nehhh, biar rame yang datengg",in,,,3,928,2023-06-22T19:06:56.000Z,/naitsugaaa/status/1671957963869921281
@godzcyllaz,CIKI PRJ!,in,,,,88,2023-06-22T19:01:12.000Z,/godzcyllaz/status/1671956520886767616
@neomklee9,di prj ga sih ini,in,,,,373,2023-06-22T18:59:49.000Z,/neomklee9/status/1671956172935659521
@ochdn,Ke prj yuk mb nda kpnnn,in,1,,,25,2023-06-22T18:57:03.000Z,/ochdn/status/1671955476052078592
@cl_wanderer,Baca ini sebelum ke prj ceunah @hudahlaah,in,1,,,100,2023-06-22T18:51:37.000Z,/cl_wanderer/status/1671954107731673091
@cchowso,mau ke prj tapi males euy rame parah,in,1,,,72,2023-06-22T18:50:22.000Z,/cchowso/status/1671953794668859393
@PT_Transjakarta,"Hai kak, saat ini l;ayanan rute PRJ sudah tidak tersedia terakhir keberangkatan pukul 23:00 WIB. Terima kasih ^WY",in,,,,82,2023-06-22T18:50:02.000Z,/PT_Transjakarta/status/1671953708521848840
@yudamlna,"Ga ke ancol jak kerja di PRJ, sekalian ngeliat meet and greet Persija hehehe",in,,,,209,2023-06-22T18:49:34.000Z,/yudamlna/status/1671953591341580288
@chejh11,"Tips berguna lainnya adalah pakai kuota telkomsel, karena area prj sudah dibooking sama telkom *testimoni salah satu salesnya ",in,1,,2,259,2023-06-22T18:43:17.000Z,/chejh11/status/1671952011124957184
@ulit_tilu33,"Taun kemaren gw bawa masuk minum ke dalam konsernya PRJ, lewatin security check dan dibolehin, minumnya yg dari kemasan kertas kek macem fruitea atau teh botol, cuma gk tau tahun ini masih d bolehin atau nggak",in,,,,"1,680",2023-06-22T18:33:21.000Z,/ulit_tilu33/status/1671949513223979008
@ansthsyyy,"Jadi bimbang kalo ke prj pas weekday tuh mau bawa stroller apa kaga, takut bgt susah ngedorongnya karena padet tp kalo gak bawa takut tiba2 anak pegel minta gendong ",in,,,,93,2023-06-22T18:32:39.000Z,/ansthsyyy/status/1671949334156566528
@rookemanster,Asli Jakarta tapi baru pertama kali ke prj,in,,,,67,2023-06-22T18:30:55.000Z,/rookemanster/status/1671948897051373575
@Berjalankeutara,Mari kita ke prj ,in,,,,38,2023-06-22T18:30:41.000Z,/Berjalankeutara/status/1671948841992720384
@ansthsyyy,"Kayanya prj tahun ini lebih rame ya dibanding tahun 2022, w liat di tiktok weekday & tgl tua pun rame polll kek buat jalan or dorong stroller aja susah. Meanwhile pas tahun kemaren kesana weekend + tgl gajian gak serame tahun ini dan masih tetep ada sinyal ",in,,,,170,2023-06-22T18:29:51.000Z,/ansthsyyy/status/1671948628678828034
@inqumaki,mw ke prj,in,,,,14,2023-06-22T18:29:20.000Z,/inqumaki/status/1671948500224069633
@GBWhattsApp,Prj skrg ada ticket vip nya :'( udah kyk nnton bola.,in,,,,257,2023-06-22T18:26:58.000Z,/GBWhattsApp/status/1671947904314142720
@GBWhattsApp,Nmor 1 bener pisan. Apalagi klo nnton konser nya gandre punk atau rock auto hilang hp atau doomper tp klo udah tau sikon prj kyk gmna pasti gabakal dicopet.,in,,,5,"6,869",2023-06-22T18:25:11.000Z,/GBWhattsApp/status/1671947456001736706
@95zrar,pengen ke prj ,in,1,,,78,2023-06-22T18:22:19.000Z,/95zrar/status/1671946736741515264
@bukan_boniver,tim yg dari lahir di jkt tapi blm pernah ke prj ,in,,,,367,2023-06-22T18:20:53.000Z,/bukan_boniver/status/1671946372336222209
@blanxspc,Kalau arah sebaliknya (prj - pancoran) naiknya tj apa min?,in,1,,,76,2023-06-22T18:19:03.000Z,/blanxspc/status/1671945914452447232
@imsigul,nangis banget hp gue ilang di PRJ,in,1,,1,278,2023-06-22T18:18:56.000Z,/imsigul/status/1671945882546356225
@fortrashedme,beli di prj,in,1,,,54,2023-06-22T18:04:53.000Z,/fortrashedme/status/1671942346634825728
@zahrawwrrr,"mksdnya apa yahhh org org pd ke prj, jgn bikin pengen ",in,,,,21,2023-06-22T18:04:15.000Z,/zahrawwrrr/status/1671942189117734912
@ddaenada,Kok orang2 bisa ya ke prj gw liat story orang2 aja udah sesek nafas duluan  emg gw nya aja yg lemah sama yg rame2 gini makanya gasuka nonton konser gratis bukan krn sok kaya tp gw bisa pingsan berdesakan dgn orang2,in,,,,74,2023-06-22T18:01:38.000Z,/ddaenada/status/1671941528426782720
@blissfulwispy,"Orang-orang seusia gw (30 tahun) normalnya sudah punya anak minimal 2, sibuk ngurusin rumah tangga. Gw? Riweuh nanyain satu-satu ke temen cewe siapa aja yang bisa pergi ke PRJ dan nongkrong atau sekadar ngopi ",in,1,,,231,2023-06-22T17:59:40.000Z,/blissfulwispy/status/1671941035306663936
@aL_zuhrie12,"Ralat, untuk point 1 btw kemarin gue ke PRJ bisa pakai flazz & tapcash untuk parkir motor. Untuk parkiran liar di area luar pun sama kok 15k dijagain sama ormas & akamsi.",in,1,,1,"2,071",2023-06-22T17:54:58.000Z,/aL_zuhrie12/status/1671939850323505152
@irsvlvcys,Ke prj yang seru tu gacha spin skincare,in,,,,93,2023-06-22T17:53:52.000Z,/irsvlvcys/status/1671939576615825410
@_domiegyu,liat berita prj aja kayak energi gue keserap. manusia banyak banget.,in,,,,26,2023-06-22T17:48:16.000Z,/_domiegyu/status/1671938166562123777
@_domiegyu,"sunggu. seumur hidup gue tinggal di jakarta, belom pernah ke prj sama sekali.",in,,,,39,2023-06-22T17:48:00.000Z,/_domiegyu/status/1671938100493438976
@TwoKidsNoJob40,"Udah berhenti ke PRJ. Nggak asik, mahal2, ada aja pungli2 atau tukang palak.",in,,,,38,2023-06-22T17:45:17.000Z,/TwoKidsNoJob40/status/1671937414758289408
@bbycyp,"Pokok nya kalo pulang dari prj diusahakan jangan mepet jam tutup nya. Soal nya tj terakhir operasional jam 10, lewat dikit tj udah banyak yg ga lewat lagi",in,,,,75,2023-06-22T17:44:30.000Z,/bbycyp/status/1671937219572174848
@ennoqhu,"Aku jg d Bekasi, dan mau k PRJ abis gajian ",in,1,,,262,2023-06-22T17:43:58.000Z,/ennoqhu/status/1671937085220208640
@FaidzPla,Mata seger banget minum kopi gadjah 2 gelas di prj tadi,in,,,,148,2023-06-22T17:43:58.000Z,/FaidzPla/status/1671937084876288005
@rainsenjaaa,Ges kl ke prj naek kereta turun stasiun mana dan lebih accesible pake kereta atau apa ya public transport?,in,9,,5,20.7K,2023-06-22T17:43:03.000Z,/rainsenjaaa/status/1671936854910963712
@niningieee,kenapa spg prj cantik” semua yaa?,in,,,,222,2023-06-22T17:43:02.000Z,/niningieee/status/1671936850033000448
@omjodxzzz,"hmu, siapa tau bisa prj date xixi",in,1,,,58,2023-06-22T17:41:34.000Z,/omjodxzzz/status/1671936480519000064
@Scilloideae_J,"Pengen ke PRJ tapi tak ada temennya, kalau sendiri takut ilang",in,,,,44,2023-06-22T17:40:01.000Z,/Scilloideae_J/status/1671936091186921473
@r_danny19,Kangen ke PRJ alias Jakarta Fair waktu masih di Monas dan stasiun Gambir nya masih di bawah ,in,,,1,"1,780",2023-06-22T17:39:10.000Z,/r_danny19/status/1671935876040130560
@fitinagustin,"https://instagram.com/reel/CtwLAeHLZbL/?igshid=MzRlODBiNWFlZA==…

fyi di konten prj ini  scenario dari anak event semua
mereka minta
""mbak tin shoot aku lg jalan dong""
""mbak tin buat gini dong""
""mbak tin aku mau masuk frame""

astagaaa rempong but happy liat banyak yg share deh ke temen2nya",in,,,,18,2023-06-22T17:39:03.000Z,/fitinagustin/status/1671935845493006337
@Pak_Brewok,Safety tipe bila berwisata di PRJ dan/atau tempat2 ramai lainnya.,in,,,,82,2023-06-22T17:38:27.000Z,/Pak_Brewok/status/1671935695102038017
@Kenny78chiro,tadi prj macet kak?,in,,,,107,2023-06-22T17:33:18.000Z,/Kenny78chiro/status/1671934400928567297
@kucingnackal_,Pasti grgr dari prj,in,,,,134,2023-06-22T17:32:38.000Z,/kucingnackal_/status/1671934230849540096
@cukiknight2,"Pengen ke prj tapi ngeliat rame gitu tapi kira2 aman gak ya? Kyk Hp, dompet gitu",in,,,,132,2023-06-22T17:31:56.000Z,/cukiknight2/status/1671934054730698757
@Steffinner,"simpen dulu Do and Don't buat ke Pekan Raya Jakarta (PRJ),,",in,,,,73,2023-06-22T17:31:05.000Z,/Steffinner/status/1671933841647476738
@skyli_i,Sumpahh mba mba baju biru di kuncir  yg tadi di prj yg ambil hp saudaraa gw semoga tobat deh lo  jahat bgt mana ekonomi lg ga stabil semogaa lo liatt pesan inii,in,,,,61,2023-06-22T17:29:45.000Z,/skyli_i/status/1671933505906040832
@flawsomesky,"kemarin mamak ngajak ke prj, apakah beliau lupa bahwa anak2nya tersebar di jogja, semarang dan kudus...",in,,,,87,2023-06-22T17:26:55.000Z,/flawsomesky/status/1671932792685625345
@wintersoljers,aduh kayanya gw meragukan kehadiran gw di prj... satu sisi gakpunya teman satu sisi ko tbtb mager aja krna gak punya tman.. ,in,,,1,18,2023-06-22T17:26:49.000Z,/wintersoljers/status/1671932766785781760
@cilediii,Minggu PRJ gas,in,1,,1,37,2023-06-22T17:26:10.000Z,/cilediii/status/1671932604508172288
@dunianoze,Hasil keliling prj,in,,,,62,2023-06-22T17:25:15.000Z,/dunianoze/status/1671932373729157120
@anggashofwan8,"Ditanya org 
Org lain: org mana bang
Saya: kemayoran
Org lain: mana tuh kemayoran? Kebayoran jaksel?
Saya: PRJ tau?
Org lain: oh tau itumah ",in,,,1,"1,230",2023-06-22T17:25:11.000Z,/anggashofwan8/status/1671932356524130304
@pgnbeliroket,ke prj malem minggu kali yaaa,in,,,,64,2023-06-22T17:24:45.000Z,/pgnbeliroket/status/1671932248915087361
@ravenclwues,me @ prj,und,,,,88,2023-06-22T17:23:53.000Z,/ravenclwues/status/1671932027518713856
@anggashofwan8,"Alhamdulillah udh bosen, secara rmh tinggal nyebrang doang ke prj ",in,,,,180,2023-06-22T17:22:30.000Z,/anggashofwan8/status/1671931682767900672
@mamidinosaurus,"Perasaan ud lama ga ke PRJ..
Jd pengen ksna.",in,,,2,77,2023-06-22T17:20:31.000Z,/mamidinosaurus/status/1671931183788331008
@millanials,"udah dijelasin ya di bawah, di dalam area konser bukan di area PRJ.",in,,,1,"2,200",2023-06-22T17:16:17.000Z,/millanials/status/1671930117696937984
@putao,Going to prj is a mistake already tbh alias rame bgt njir padahal hari kerja????,in,,,,68,2023-06-22T17:15:08.000Z,/putao/status/1671929825869852672
@imajinasiun,yg ke prj cuma buat nonton konser ,in,,,,857,2023-06-22T17:13:02.000Z,/imajinasiun/status/1671929300457779200
@Jamal06806913,Dia pikir PRJ,in,,,1,26,2023-06-22T17:12:17.000Z,/Jamal06806913/status/1671929110099267584
@awaweprik,prj spg nya rata rata china dengerinnya kaya pas d glodok ,in,,,,183,2023-06-22T17:11:58.000Z,/awaweprik/status/1671929028566200327
@dupaktingting,gue mau ke prj tapi takut meninggal dkit,in,,,,114,2023-06-22T17:11:54.000Z,/dupaktingting/status/1671929014536273922
@lustforklife,prj rame bgt ternyata. apa gue ajak temen gue ke dufan aja ya?,in,1,,,186,2023-06-22T17:11:48.000Z,/lustforklife/status/1671928987243909122
@tanlalanaputri,"Semakin ingin ke prj, tapi kata mamah kalo ke prj enakan terakhir2 soalnya banyak diskon tapi ya.....",in,,,,149,2023-06-22T17:11:30.000Z,/tanlalanaputri/status/1671928913986215936
@watashiaries,"Besok mau hunting makanan di PRJ, ini gusi malah tbtb bengkak sakit bgt ya allah",in,2,,,64,2023-06-22T17:11:16.000Z,/watashiaries/status/1671928855526002688
@septiazp,"Baru pen ngmg ""siapa sih nih mandi wangi bgt pake sabun"" ternyata itu guwehh  abis dr prj gw sabunan 2x ",in,,,,94,2023-06-22T17:11:10.000Z,/septiazp/status/1671928827264778240
@Netizensh11,Ke PRJ ngobrol karo mbak mbak spg rokok ,in,,,,214,2023-06-22T17:11:05.000Z,/Netizensh11/status/1671928809535447040
@arifsdw2,Taun lalu kesasar gatau keluar dimana ya allah muterin PRJ cape bgttt,in,,,,277,2023-06-22T17:09:37.000Z,/arifsdw2/status/1671928440394776576
@gomuchaan,PRJ rame bgt asli ga ada matinya,in,,,,44,2023-06-22T17:09:24.000Z,/gomuchaan/status/1671928385881395201
@sigithakiki,Hadeh dari awal buka udh 3x ke prj.. gara2 dari kantor cuma 10 menit ,in,,,,78,2023-06-22T17:09:05.000Z,/sigithakiki/status/1671928306739073024
@Netizensh11,Di PRJ ada diskonan apa aja ges?,in,,,,71,2023-06-22T17:08:14.000Z,/Netizensh11/status/1671928090526900225
@pacarelrumi,"Tolong dong seumur-umur gapernah ke PRJ, pengen banget tapi gapunya temen gapunya pacar. Mau sendiri tapi gatau karena belum pernah samsek nantinya malah cengo kek orang bloon",in,6,,,"6,777",2023-06-22T17:07:45.000Z,/pacarelrumi/status/1671927968715935744
@hi_njel,"Konten prj skrg banyakan kulinernya, padahal aku butuh barang2 apa aja yg diskon gedee, trus ada tenant apa gituuu",in,,,,179,2023-06-22T17:06:33.000Z,/hi_njel/status/1671927668064018432
@latteregal,"sbg manusia yg pernah idup di prj 40 hr full, SETUJU BGT",in,,,,71,2023-06-22T17:04:58.000Z,/latteregal/status/1671927267361177600
@usivr,"Diinget"" terakhir ke prj kapan ya, udah lama bgt gils sampe lupa",in,,,,68,2023-06-22T17:04:52.000Z,/usivr/status/1671927243726295041
@millanials,"bukan gitu, area PRJ sama konser itu beda lagi. di area PRJ mah iya banyak yg jualan dan boleh minum, kalau di area konser udh gak boleh bawa, gak ada yg jual pula.",in,2,,1,408,2023-06-22T17:04:50.000Z,/millanials/status/1671927237006999557
@bukanayang__,Btw sampe tgl brp ya prj tuh?,in,1,,,379,2023-06-22T17:04:29.000Z,/bukanayang__/status/1671927147190177793
@moileclairv,haduh pengen ke prj deh,in,,,,10,2023-06-22T17:02:38.000Z,/moileclairv/status/1671926682654212097
@survivepath,"paling enak pas masih SD diajak ke PRJ, ngerasain begadang cuma buat ke PRJ doang dan pulang jam 3 pagi bareng kaka.
pulang2 tidur di motor wkwkw, tapi seru, selalu bawa snack 10-15ribuan, kenangannya tersimpan sampai sekarang..",in,,,,131,2023-06-22T17:01:54.000Z,/survivepath/status/1671926496905265152
@GenanganMantan,jadi throw back pas prj tahun lalu sempet naksir sama kakak yg ada di stand seberang wkwk,in,1,,,77,2023-06-22T17:01:44.000Z,/GenanganMantan/status/1671926453787824129
@akuajakah,Liburan ke prj kuy,in,,,,36,2023-06-22T16:59:27.000Z,/akuajakah/status/1671925880812363777
@resamadani,emg di prj ada apaan sih,in,,,,27,2023-06-22T16:58:25.000Z,/resamadani/status/1671925619301711872
@ennuvolaa,"Dokumentasi prj bukan foto muka atau video disana, tp foto barang buat lapor ke paksu ",in,1,,,136,2023-06-22T16:47:48.000Z,/ennuvolaa/status/1671922948322779136
@capcipcuuuup,"Aku punya tiket 2 tapi aku sendiri, mau ke prj besok. Siapa tau ada yg mau bareng disini, aku lok jakut yaa",in,3,,,16.2K,2023-06-22T16:46:06.000Z,/capcipcuuuup/status/1671922521216811008
@musyihab,Abis baca ini jadi mikir ga usah ke PRJ,in,,,,197,2023-06-22T16:42:32.000Z,/musyihab/status/1671921623757361153
@aie_ice_sha,Pengen ke prj,in,,,,70,2023-06-22T16:41:59.000Z,/aie_ice_sha/status/1671921484376473602
@nortrect,LU KE PRJ KAH,in,1,,,50,2023-06-22T16:40:03.000Z,/nortrect/status/1671920997249986560
@inguskumeler,"Done, mau ke prj bareng temen temen",in,,,,43,2023-06-22T16:39:16.000Z,/inguskumeler/status/1671920802571390980
@KlKANC0ET,siapaa mau ke prj?,in,1,,,170,2023-06-22T16:38:58.000Z,/KlKANC0ET/status/1671920725798817792
@yogiepratamadj,PRJ blom maju. Dari taun ketaun gtu² aja keknya.,in,,,,72,2023-06-22T16:36:50.000Z,/yogiepratamadj/status/1671920189733216256
@gyaniefuzz,terakhir ke PRJ 2012,in,1,,,169,2023-06-22T16:35:20.000Z,/gyaniefuzz/status/1671919812661112833
@Arisalee01,Date festival ala2 kayak di prj gituuu,in,,,,84,2023-06-22T16:35:18.000Z,/Arisalee01/status/1671919804096315397
@lelaki_insaf,#wtb tiket prj 7 juli vip konser,in,3,,,750,2023-06-22T16:35:13.000Z,/lelaki_insaf/status/1671919780977315843
@indomieenaks,P ayok prj!! @ifaasuhartini,in,,1,,41,2023-06-22T16:34:05.000Z,/indomieenaks/status/1671919498637758464
@gilangmhsa,Gilaakk prj rame bet tapi tgl 3 ada guyon waton jadi GAASS KOPLOAN DULU KITA,in,,,,90,2023-06-22T16:32:08.000Z,/gilangmhsa/status/1671919007660933126
@baqiyahuud,"Ya ampun org2 udah pada ke PRJ, gw FOMO blm ke sana ",in,1,,,82,2023-06-22T16:30:19.000Z,/baqiyahuud/status/1671918547512225792
@GordTheLegend,"ning kemayoran (Jkt) min, cahaya dilangitnya terang banget, lg ada pembukaan PRJ. ning Tanah Abang, abang2 kabeh",in,,,,45,2023-06-22T16:30:17.000Z,/GordTheLegend/status/1671918538985177089
@indiana29_,sumpah dah abis dari PRJ idung kerasa ngeres banget isi debu semua keknya,in,,,,32,2023-06-22T16:29:24.000Z,/indiana29_/status/1671918317672738816
@doljalatte__,kamu trauma prj?,in,1,,,36,2023-06-22T16:26:59.000Z,/doljalatte__/status/1671917711449001984
@mananopek,Udah kesana dan gw yg selalu cashless tidak berlaku di PRJ sad betol ,in,,,1,"1,375",2023-06-22T16:26:51.000Z,/mananopek/status/1671917677294784513
@cigarettesie,yh sudah selesai kita di prj dan kembali ke kenyataan dimana besok ada uprak fisika lingkungan lisan,in,,,,31,2023-06-22T16:23:23.000Z,/cigarettesie/status/1671916803478687744
@fijarmaulidah,Sumpah yaa ini fyp isinya prj teruss,in,,,,49,2023-06-22T16:23:09.000Z,/fijarmaulidah/status/1671916744942952448
@malfiandr,Ke prj aja ci biar happy,in,1,,,35,2023-06-22T16:22:28.000Z,/malfiandr/status/1671916573064585216
@cip41_,Ke prj siang bisa kah emangnya? Maaf nder aku blm pernah,in,1,,,439,2023-06-22T16:22:04.000Z,/cip41_/status/1671916473730879488
@chndrnns,"Awalnya ga pengen ke PRJ, tapi kok kayaknya seru",in,2,,,298,2023-06-22T16:21:21.000Z,/chndrnns/status/1671916291425443840
@younjunzg,Ibuk udah mulai ngidam ke prj,in,,,,47,2023-06-22T16:20:37.000Z,/younjunzg/status/1671916109027770369
@faridzdzdz,"krn prj itu event tahunan jd operator gak mungkin nambah kapasitas bts di area prj krn itungannya mubazir, jadi yaa otomatis pasti jaringan internetnya lemod krn kapasitas tetep tp yg akses jaringan berkali2 lipat banyaknya",in,,,,48,2023-06-22T16:19:53.000Z,/faridzdzdz/status/1671915924428038146
@fannysoegi,Prj nonton ya mas?,in,1,,4,"2,722",2023-06-22T16:19:28.000Z,/fannysoegi/status/1671915817867558913
